,100nM,1000nM,pred
34271,0.07,0.57,5.223909408921278
34272,1.0,3.58,5.222138261625307
34273,0.91,3.08,5.225255084816629
34274,4.32,0.7,5.2648421198007656
34275,3.33,1.65,5.222116783856332
34276,7.695,35.425,6.488786538573945
34277,1.9,17.09,5.789406657141983
34278,0.75,4.76,5.214773166563209
34279,0.17,0.0,5.258757405956424
34280,3.11,7.43,5.468448149951597
34281,0.54,2.58,5.218348899702772
34282,0.34,0.0,5.253447322384655
34283,6.42,32.62,6.473483291018435
34284,4.68,4.08,5.219029726684865
34285,1.35,0.55,5.214986813661258
34286,3.59,7.18,5.426289739482166
34287,1.92,0.0,5.445109281944463
34288,4.32,21.27,5.810719478782315
34289,3.34,2.74,5.217313811167691
34290,0.8,0.0,5.25575601365558
34291,2.28,3.97,5.218615080721165
34292,1.33,6.15,5.222162907488435
34293,7.45,45.74,6.591310265552061
34294,0.0,3.18,5.229167774223479
34295,1.4,0.0,5.264439732537505
34296,1.56,2.57,5.214392147224679
34297,0.2,0.0,5.258757405956424
34298,0.0,0.0,5.526940342393932
34299,3.53,6.23,5.227374827787338
34300,1.88,0.25,5.299605636433999
34301,2.82,4.33,5.2214309700991635
34302,4.07,0.64,5.276734802331993
34303,0.76,0.0,5.25575601365558
34304,1.45,4.23,5.213817806385961
34305,0.38,5.99,5.24470565072336
34306,1.24,0.0,5.252801119292739
34307,1.96,3.62,5.216444277324657
34308,0.0,6.01,5.252982042891465
34309,0.0,1.5,5.828894278361586
34310,1.38,3.89,5.213817806385961
34311,0.0,0.55,5.223909408921278
34312,10.28,0.0,5.3815768713241425
34313,0.0,0.0,5.53930902505708
34314,4.33,0.0,5.339772738391789
34315,0.0,0.0,5.537027702910731
34316,3.48,18.91,5.764060692844436
34317,3.26,6.8,5.264961224565178
34318,1.18,0.0,5.259905979742913
34319,7.71,78.22,7.001230277924389
34320,1.45,2.9,5.214392147224679
34321,0.54,2.53,5.216016974985602
34322,1.73,4.23,5.213817806385961
34323,5.5,37.38,6.515871308863953
34324,2.16,2.2,5.214567240486822
34400,4.9,17.89,5.764060692844436
34401,1.38,4.61,5.213817806385961
34402,8.32,11.36,5.6730284947276095
34403,3.26,0.0,5.323933956268117
34404,3.11,16.61,5.792264571345111
34405,4.43,3.17,5.219856293520293
34406,50.23,9.6,7.517528537922716
34407,0.32,4.12,5.217774558864052
34408,1.17,5.4,5.2285901226725375
34409,2.99,29.24,6.3669599472135
34410,72.35,85.84,7.812412506198634
34411,56.27,81.72,7.554653014788027
34412,32.37,68.94,7.260274790155089
34413,4.06,3.69,5.219029726684865
34414,6.25,7.45,5.472735704854654
34415,4.09,7.2,5.426289739482166
34416,2.89,10.16,5.296489602490248
34417,6.46,7.48,5.472735704854654
34418,2.9699999999999998,3.525714285714286,5.233944970885774
34419,1.128,4.288,5.224233216222309
34420,0.78,0.0,5.36436876036387
34421,2.74,1.78,5.223096720519661
34422,3.77,2.71,5.217313811167691
34423,3.92,3.46,5.223116764180956
34424,1.065,2.105,5.217743776206714
34425,5.06,6.02,5.227374827787338
34426,4.9,27.1,6.205612013891326
34427,0.13,4.45,5.217774558864052
34428,0.0,1.81,5.3750677997787575
34429,2.07,2.33,5.214567240486822
34430,5.21,1.8,5.222116783856332
34431,6.96,27.44,6.207786301073612
34432,4.375,10.035,5.2798724906692955
34433,3.8733333333333335,22.236666666666668,6.192589765424289
34434,2.66,2.67,5.219715054581991
34435,0.14,4.94,5.224140412082898
34436,4.68,6.23,5.227374827787338
34437,4.57,6.5,5.238037932918122
34438,0.58,3.69,5.217774558864052
34439,2.78,4.88,5.2214309700991635
34440,3.99,3.6100000000000008,5.219029726684865
34441,0.67,0.15,5.214435009380733
34442,0.0,2.9,5.226625291870876
34443,2.42,3.48,5.23115244286282
34444,1.84,30.79,6.454626682720935
34445,0.76,1.79,5.207330895932625
34446,9.795,35.665,6.487190084084933
34447,3.02,4.01,5.219029726684865
34448,4.140000000000001,6.244999999999999,5.227374827787338
34449,4.27,3.32,5.223116764180956
34450,0.91,1.52,5.214695990994724
34451,21.8,71.03,6.961179774442607
34452,0.0,0.0,5.292846735474279
34453,3.38,3.56,5.219029726684865
34454,2.42,2.25,5.227104602628478
34455,9.2,3.77,5.219029726684865
34456,9.58,51.52,6.573298184571167
34457,5.7,39.09,6.529162479857415
34458,0.73,8.475000000000001,5.313510347902847
34459,6.64,21.83,6.203690091081407
34460,3.36,9.91,5.2798724906692955
34461,7.37,35.4,6.488786538573945
34462,0.0,0.0,5.785238940954993
34463,2.24,2.48,5.214567240486822
34464,1.63,6.01,5.222162907488435
34465,2.35,3.88,5.23115244286282
34466,0.0,0.0,5.529362521518924
34467,0.0,0.0,5.738355252137683
34468,0.52,5.71,5.24470565072336
34469,1.33,3.66,5.213817806385961
34470,5.88,5.07,5.220854834214797
34471,0.0,0.0,5.261723714552761
34472,4.67,6.91,5.328520750742496
34473,1.66,2.38,5.21206022250751
34474,4.43,2.47,5.214981886450523
34475,1.43,1.11,5.210914901225733
34476,2.86,6.37,5.240439176332421
34477,3.36,6.05,5.227374827787338
34478,2.42,1.68,5.232818193283317
34479,3.63,3.51,5.219029726684865
34480,3.64,7.85,5.287908529800872
34481,4.52,13.38,5.685398326897546
34482,3.23,3.9,5.219029726684865
34483,0.0,1.05,5.797734077357936
34484,3.86,2.16,5.214981886450523
34485,1.86,2.49,5.212396437090315
34486,4.51,4.3,5.219029726684865
34487,1.17,4.84,5.224233216222309
34488,1.15,1.64,5.216790945591726
34489,0.24,0.0,5.253447322384655
34490,0.14,2.19,5.216016974985602
34491,4.37,33.18,6.508237027365272
34492,22.33,65.47,6.968359995658537
34493,0.59,4.11,5.214773166563209
34494,44.82,79.71,7.440667242708908
34495,4.1,4.83,5.219029726684865
34496,2.49,42.3,6.5592703107254895
34497,4.17,4.12,5.219029726684865
34498,9.05,10.04,5.276953844167752
34499,2.56,2.49,5.217383129864822
34500,5.35,16.28,5.792264571345111
34501,5.62,2.94,5.219856293520293
34502,0.0,0.29,5.513417307397848
34503,8.02,6.71,5.241425807636866
34504,4.89,8.58,5.2798724906692955
34505,3.06,1.13,5.242865299187745
34506,2.31,3.61,5.218615080721165
34507,0.0,0.0,5.753737627831562
34508,0.48,1.62,5.210332288233469
34509,9.84,35.54,6.487190084084933
34510,4.83,5.04,5.220854834214797
34511,5.67,28.33,6.271486441686647
34512,13.45,11.36,5.789672185484186
34513,0.0,0.33,5.264500996163007
34514,3.7,5.41,5.223386633135093
34515,0.65,2.37,5.213015582684758
34516,1.11,2.35,5.222475632343859
34517,2.0,3.92,5.218615080721165
34518,1.72,0.92,5.333328196444116
34519,3.11,5.19,5.223386633135093
34520,18.44,62.18,6.9551930390794725
34521,3.76,4.55,5.219029726684865
34522,0.71,2.32,5.213015582684758
34523,1.89,4.7,5.216444277324657
34524,16.89,59.72,6.913583238313938
34525,4.45,3.87,5.219029726684865
34526,1.82,4.42,5.216444277324657
34527,1.66,2.44,5.21206022250751
34528,5.88,10.34,5.65279315667764
34529,27.63,67.91,7.075313624869607
34530,4.64,2.0366666666666666,5.214981886450523
34531,5.71,9.35,5.276953844167752
34532,5.47,7.81,5.294664834072244
34533,2.79,6.51,5.240439176332421
34534,11.92,31.2,6.413089923233752
34535,13.11,53.37,6.6294946046014225
34536,1.37,2.31,5.21206022250751
34537,3.39,6.01,5.227374827787338
34538,0.0,6.81,5.859479633225053
34539,0.0,0.15,5.225712793849682
34540,2.52,3.55,5.2214309700991635
34541,9.27,9.12,5.284497881335889
34542,3.83,6.61,5.238037932918122
34543,1.75,1.35,5.218308146093103
34544,3.485,8.77,5.2798724906692955
34545,17.16,64.57,7.2134723351083
34546,1.6,5.38,5.218174712836188
34547,0.0,0.0,5.239302333469631
34548,0.0,0.0,5.5059584166740905
34549,0.0,1.73,5.218608680401574
34550,1.37,2.73,5.214392147224679
34551,1.64,8.61,5.273365432637865
34552,4.68,9.18,5.2798724906692955
34553,3.55,2.36,5.214981886450523
34554,0.0,2.16,5.263081569467034
34555,5.83,8.4,5.276953844167752
34556,0.02,3.03,5.229167774223479
34557,4.35,3.32,5.223116764180956
34558,3.32,16.39,5.792264571345111
34559,2.57,2.68,5.219715054581991
34560,8.68,34.43,6.487190084084933
34561,2.95,10.01,5.280978596351069
34562,1.64,3.1,5.216934629577281
34563,2.37,1.37,5.2447478410098105
34564,2.99,3.61,5.233944970885774
34565,0.0,0.16,5.225712793849682
34566,0.0,0.0,5.498293235282284
34567,2.74,7.79,5.289014635482647
34568,3.52,3.9,5.219029726684865
34569,3.43,7.46,5.468448149951597
34570,4.56,11.76,5.675947141229154
34571,0.0,3.11,5.512380025042867
34572,2.19,5.02,5.2204401882510965
34573,4.31,12.49,5.675947141229154
34574,2.7,2.6,5.219715054581991
34575,2.91,3.25,5.238032008381865
34576,0.0,0.0,5.738355252137683
34577,2.04,1.44,5.220280831141662
34578,3.77,6.87,5.317285810638658
34579,0.31,0.0,5.231025941301526
34580,0.42,4.84,5.217774558864052
34581,0.06,8.39,5.375869884887196
34582,3.72,1.77,5.222116783856332
34583,2.77,0.49333333333333335,5.304592329208505
34584,7.7,36.41,6.488786538573945
34585,2.22,2.26,5.214567240486822
34586,0.0,0.0,5.512780755963893
34587,0.68,7.15,5.3932298761692765
34588,1.03,1.21,5.230519513784006
34589,2.98,22.07,6.1970175991041145
34590,0.0,0.0,5.51937936896957
34591,23.84,65.51,6.98501459280603
34592,1.59,2.92,5.216934629577281
34593,2.34,4.47,5.23115244286282
34594,2.67,3.41,5.225518007595255
34595,5.49,23.31,6.195721828703532
34596,12.42,77.24,6.994312025862231
34597,13.19,50.61,6.529726238916415
34598,1.05,3.85,5.224233216222309
34599,14.53,54.33,6.620925821143349
34600,2.72,29.39,6.400777126443881
34601,5.73,6.61,5.2351192864165785
34602,8.16,11.02,5.6730284947276095
34603,3.93,10.01,5.2798724906692955
34604,4.63,5.52,5.223386633135093
34605,35.54,71.65,7.414321416129239
34606,4.75,5.43,5.223386633135093
34607,57.55,90.54,7.520284582294589
34608,10.02,43.05,6.497321939653183
34609,10.281428571428572,45.728571428571435,6.577952830438046
34610,5.23,2.83,5.217313811167691
34611,5.48,18.76,5.770816997115808
34612,1.77,6.46,5.232826012619217
34613,2.13,4.605,5.218615080721165
34614,5.14,5.1,5.223386633135093
34615,23.27,69.25,6.975309764298331
34616,30.95,76.77,7.127165309129605
34617,1.59,6.07,5.222162907488435
34618,2.71,3.13,5.222257536934594
34619,6.26,33.25,6.5027012177825005
34620,8.67,39.21,6.491355080785261
34621,17.785,63.275000000000006,7.259120188833457
34622,17.553333333333335,58.79333333333333,6.8722934967077025
34623,4.3,5.83,5.227374827787338
34624,5.94,15.56,5.789345924843568
34625,16.2,61.81,6.710825640161425
34626,27.41,68.74,7.075313624869607
34627,45.27,78.06,7.440667242708908
34628,15.17,59.64,6.612624175515235
34629,3.09,4.2825,5.219029726684865
34630,0.71,0.97,5.2116175495999215
34631,12.12,19.33,5.787325092628827
34632,3.64,3.7,5.219029726684865
34633,3.54,50.12,6.625773206644145
34634,3.69,3.13,5.219856293520293
34635,5.175,7.525,5.475654351356198
34636,4.94,10.92,5.675947141229154
34637,40.65,73.41,7.42592168002803
34638,6.67,10.32,5.643252249354071
34639,1.33,2.72,5.214392147224679
34640,2.29,3.77,5.218615080721165
34641,3.31,15.74,5.792264571345111
34642,8.86,31.65,6.439448824310391
34643,2.0,1.47,5.220280831141662
34644,9.71,24.07,6.197385548796927
34645,3.14,5.33,5.223386633135093
34646,3.78,5.39,5.223386633135093
34647,0.91,0.0,5.263121108717679
34648,3.11,4.78,5.219029726684865
34649,49.58,88.26,7.480685222091066
34650,1.98,5.43,5.222971987171393
34651,9.06,34.38,6.487190084084933
34652,8.09,13.64,5.682479680396001
34653,13.98,35.96,6.456200175039519
34654,4.0,7.89,5.287908529800872
34655,0.0,1.09,5.861293365963274
34656,1.44,1.02,5.21397273880885
34657,2.07,1.33,5.232210478868154
34658,5.84,11.1,5.6730284947276095
34659,26.76,73.37,7.023880650858377
34660,25.64,67.35,7.005397330289187
34661,4.14,17.71,5.7721986476240765
34662,7.28,4.26,5.219029726684865
34663,2.06,3.79,5.218615080721165
34664,3.16,3.95,5.219029726684865
34665,7.94,35.47,6.488786538573945
34666,10.79,42.49,6.488460786899796
34667,4.77,17.96,5.764060692844436
34668,3.38,4.36,5.219029726684865
34669,13.85,3.6,5.5042335243615375
34670,0.0,0.0,5.851856067143446
34671,2.5,6.08,5.229776071201638
34672,3.32,3.58,5.219029726684865
34673,1.6,1.54,5.209686085141553
34674,0.22,10.85,6.0453407285194425
34675,2.39,3.74,5.23115244286282
34676,4.96,11.32,5.675947141229154
34677,4.26,8.83,5.2798724906692955
34678,16.56,72.3,7.253768978297217
34679,5.02,13.72,5.685398326897546
34680,1.45,33.09,6.48880551801636
34681,1.34,2.89,5.214392147224679
34682,6.68,14.4,5.736034341328055
34683,5.19,55.0,6.7504354337638555
34684,3.5,6.48,5.238037932918122
34685,0.36,2.63,5.218348899702772
34686,5.84,31.17,6.4460398776111605
34687,5.99,4.4,5.219029726684865
34688,4.74,17.11,5.7783347735813075
34689,15.18,57.27,6.607706271777972
34690,16.1,61.05,6.45809982275911
34691,2.39,5.0,5.232977550392752
34692,2.02,3.78,5.218615080721165
34693,6.66,3.82,5.219029726684865
34694,1.86,3.42,5.220531314820748
34695,3.78,7.23,5.4819698886481945
34696,5.63,14.61,5.774358896229255
34697,2.44,3.61,5.2214309700991635
34698,0.0,8.3,5.884488655411776
34699,1.87,11.84,5.671848673519621
34700,4.94,20.11,5.765186107112369
34701,6.02,38.02,6.530758239408527
34702,2.84,11.49,5.674019476916127
34703,8.65,41.33,6.492725723167744
34704,35.4,77.14,7.421443242057737
34705,22.33,66.36,6.958655167150837
34706,33.37,74.56,7.3749774425235834
34707,6.88,5.61,5.222767287163822
34708,0.99,2.17,5.220380677746857
34709,17.26,51.53,6.74577848656783
34710,3.46,5.2,5.223386633135093
34711,3.62,6.5,5.238037932918122
34712,38.6,77.87,7.433043505956529
34713,18.29,62.77,6.990722727431369
34714,6.14,19.32,5.7622674606108255
34715,4.42,9.89,5.2798724906692955
34716,4.3,5.27,5.223386633135093
34717,11.96,25.65,6.19157422990315
34718,1.64,8.3,5.273365432637865
34719,2.92,5.45,5.238301877336002
34720,8.79,8.72,5.276953844167752
34721,3.37,10.16,5.295383496808475
34722,5.57,14.01,5.702940087995676
34723,12.89,56.07,6.643508624458298
34724,1.21,1.69,5.216790945591726
34725,15.01,57.18,6.607706271777972
34726,3.38,4.59,5.219029726684865
34727,45.21,76.46,7.440667242708908
34728,2.02,8.19,5.278162706973069
34729,42.955,72.76,7.430491745196926
34730,1.12,5.41,5.2285901226725375
34731,25.93,70.7,7.015861239673876
34732,0.0,0.0,5.267532231172062
34733,2.2,28.0,6.20562753648744
34734,1.23,6.21,5.227702114587474
34735,0.7,0.0,5.228024549000683
34736,53.66,82.21,7.477240972368948
34737,43.68,83.5,7.432002512465595
34738,1.77,0.47,5.275900902266811
34739,52.52,78.95,7.515906557315336
34740,3.17,1.96,5.222116783856332
34741,37.11,76.3,7.433043505956529
34742,4.85,3.13,5.219856293520293
34743,8.51,40.41,6.491355080785261
34744,2.4,4.87,5.23115244286282
34745,4.43,4.05,5.219029726684865
34746,34.85,76.59,7.421443242057737
34747,0.6,4.54,5.214773166563209
34748,2.58,3.0,5.222257536934594
34749,0.91,0.31,5.221800104442832
34750,0.0,0.0,5.53284299066709
34751,11.67,47.73,6.532808940069726
34752,22.09,69.22,6.946267252462331
34753,3.97,4.79,5.219029726684865
34754,21.95,69.43,6.953034494064072
34755,2.07,26.86,6.212226605243988
34756,41.75,76.83,7.433043505956529
34757,2.96,4.38,5.233944970885774
34758,3.33,0.0,5.309574454116897
34759,3.26,4.23,5.219029726684865
34760,4.22,9.78,5.2798724906692955
34761,0.0,10.85,6.1542825037377344
34762,36.86,80.0,7.424279382993595
34763,0.9,1.39,5.2152303239254785
34764,3.87,4.97,5.220854834214797
34765,0.0,0.22,5.503566738145513
34766,0.0,0.0,5.738130714138281
34767,3.14,16.41,5.792264571345111
34768,4.25,9.85,5.2798724906692955
34769,0.72,1.49,5.207330895932625
34770,17.73,93.8,7.546106401984305
34771,6.03,29.95,6.410661064113856
34772,2.7,1.68,5.223096720519661
34773,2.5,13.9,5.68347066258452
34774,1.99,4.7,5.218615080721165
34775,2.68,2.61,5.219715054581991
34776,4.505,6.0,5.227374827787338
34777,8.025,35.254999999999995,6.488786538573945
34778,6.41,5.4,5.223386633135093
34779,5.23,3.1125,5.219856293520293
34780,3.825,24.095,6.206334481083157
34781,5.145,3.4433333333333334,5.223116764180956
34782,16.02,46.12,6.466560492117863
34783,3.57,3.795,5.219029726684865
34784,13.76,47.089999999999996,6.481070312952921
34785,2.02,3.84,5.218615080721165
34786,3.8600000000000003,9.48,5.2798724906692955
34787,5.095,7.675,5.294713126779667
34788,4.555,9.615,5.2798724906692955
34789,4.67,5.9,5.227374827787338
34790,76.655,83.78999999999999,7.928806673805204
34791,3.9450000000000003,3.7,5.219029726684865
34792,5.205,25.275,6.205612013891326
34793,2.8049999999999997,5.545,5.228087177079664
34794,7.611428571428571,35.871428571428574,6.488786538573945
34795,2.641,8.539,5.280978596351069
34796,1.34,3.125,5.216934629577281
34797,1.23,7.165,5.389932827615142
34798,1.6099999999999999,9.26,5.273365432637865
34799,3.01,2.9699999999999998,5.222890063515092
34800,2.825,4.845,5.2214309700991635
34801,1.665,3.8850000000000002,5.213817806385961
34802,5.17,23.665,6.21074679216687
34803,2.7649999999999997,18.135,5.762133028531411
34804,0.89,4.57,5.214773166563209
34805,3.83,3.97,5.219029726684865
34806,4.955,25.904999999999998,6.205612013891326
34807,5.465,25.505,6.205612013891326
34808,5.7375,25.6325,6.205612013891326
34809,22.09166666666667,58.78666666666666,6.96145703656032
34810,2.5,2.715,5.219715054581991
34811,4.805,10.11,5.2798724906692955
34812,11.245000000000001,47.555,6.55621703184624
34813,8.15,32.795,6.451473554075803
34814,44.745000000000005,81.785,7.432002512465595
34815,6.789999999999999,24.735,6.207786301073612
34816,4.5912500000000005,14.32375,5.738952987829598
34817,1.15,2.865,5.224807557061028
34818,3.215,23.310000000000002,6.191309517619821
34819,2.4000000000000004,3.6999999999999997,5.23115244286282
34820,9.08,35.4,6.487190084084933
34821,2.38,3.4850000000000003,5.23115244286282
34822,4.7325,4.2925,5.219029726684865
34823,6.5600000000000005,9.774999999999999,5.276953844167752
34824,40.94625,81.94,7.424378775713215
34825,5.51,12.545000000000002,5.682703445500525
34826,0.855,1.98,5.207330895932625
34827,3.33,2.96,5.219856293520293
34828,4.675,19.75,5.765186107112369
34829,9.69,33.415,6.481619001095899
34830,2.11,5.699999999999999,5.226960181823638
34831,8.17,24.27,6.188849843903937
34832,1.18,3.43,5.2283202537184
34833,4.475,12.59,5.679297488302052
34834,4.845000000000001,3.575,5.219029726684865
34835,3.85,3.8049999999999997,5.219029726684865
34836,3.7649999999999997,22.62,6.185240513465818
34837,5.615,5.675,5.234131132058709
34838,3.495,3.835,5.219029726684865
34839,2.64,10.265,5.427719980514569
34840,12.16,17.990000000000002,5.786199678360894
34841,3.65,7.91,5.287908529800872
34842,0.0,0.0,5.270463057734729
34843,0.0,8.37,5.375869884887196
34844,0.865,1.685,5.207330895932625
34845,2.0700000000000003,2.065,5.213145933735853
34846,7.6850000000000005,11.615,5.6730284947276095
34847,25.78,74.445,7.032985812588081
34848,27.174999999999997,70.1,7.077135675759372
34849,5.736666666666667,17.8825,5.761142046342893
34850,2.995,7.8999999999999995,5.289014635482647
34851,3.415,2.55,5.214981886450523
34852,5.88,23.805,6.21074679216687
34853,3.645,13.465,5.685398326897546
34854,5.04,10.785,5.675947141229154
34855,4.115,24.325,6.201199702807614
34856,3.795,3.175,5.219856293520293
34857,2.335,8.709999999999999,5.290700069114726
34858,2.5,5.01,5.223256077629096
34859,1.76,0.0,5.28949044188676
34860,2.585,6.0600000000000005,5.229776071201638
34861,3.885,3.825,5.219029726684865
34862,2.315,2.145,5.214567240486822
34863,1.855,3.04,5.217270844160086
34864,1.415,5.005,5.215642913915892
34865,4.18,13.065,5.679297488302052
34866,3.66,14.465,5.738952987829598
34867,8.165000000000001,37.335,6.491650192612424
34868,2.59,10.74,5.674019476916127
34869,2.4,8.2,5.290700069114726
34870,3.355,3.91,5.219029726684865
34871,8.809999999999999,29.57,6.382272484828039
34872,0.32,13.915,6.0547919141878355
34873,4.18,0.0,5.323933956268117
34874,3.085,3.72,5.219029726684865
34875,1.81,6.869999999999999,5.30749415987385
34876,3.525,4.79,5.219029726684865
34877,2.9699999999999998,5.630000000000001,5.242290071988247
34878,12.549999999999999,20.535,5.787325092628827
34879,9.455,35.614999999999995,6.487190084084933
34880,6.375,11.43,5.6730284947276095
34881,3.31,3.9350000000000005,5.219029726684865
34882,0.0,0.41000000000000003,5.225712793849682
34883,0.525,1.8399999999999999,5.210332288233469
34884,4.49,4.195,5.219029726684865
34885,8.845,32.955,6.449877099586792
34886,2.785,4.07,5.2214309700991635
34887,14.85,10.185,5.634937311836371
34888,1.78,3.9400000000000004,5.213817806385961
34889,5.01,21.785,6.197002076508001
34890,4.685,17.145,5.7783347735813075
34891,1.385,5.925,5.222162907488435
34892,9.845,33.82,6.487190084084933
34893,4.9399999999999995,16.46,5.857020557035289
34894,24.465,58.625,7.008366552191116
34895,5.03,17.169999999999998,5.7783347735813075
34896,7.215,7.165,5.386923222864086
34897,1.24,1.6900000000000002,5.209686085141553
34898,23.27,54.29,6.973978097189873
34899,3.76,5.4399999999999995,5.223386633135093
34900,1.665,3.56,5.213817806385961
34901,25.765,75.155,7.035664926999611
34902,3.885,12.035,5.675947141229154
34903,2.0999999999999996,5.96,5.226960181823638
34904,0.0,5.755,5.368461428392852
34905,3.51,4.64,5.219029726684865
34906,10.34,23.105,6.186981096647906
34907,4.675000000000001,16.685000000000002,5.792264571345111
34908,3.145,5.265000000000001,5.223386633135093
34909,7.125,14.105,5.693265137222761
34910,2.965,8.635,5.280978596351069
34911,2.92,11.600000000000001,5.674019476916127
34912,3.4050000000000002,3.625,5.219029726684865
34913,11.434999999999999,47.58,6.55621703184624
34914,6.225,6.869999999999999,5.3143671641371135
34915,0.0,0.0,5.600295362420333
34916,6.92,30.945,6.451156950023075
34917,3.13,5.225,5.223386633135093
34918,4.745,7.48,5.475654351356198
34919,5.14,6.79,5.264961224565178
34920,13.2125,46.88,6.481070312952921
34921,1.6549999999999998,3.23,5.239328179669943
34922,1.875,11.555,5.671848673519621
34923,1.1949999999999998,8.325,5.3101915445679975
34924,3.82,8.525,5.2798724906692955
34925,1.22,1.92,5.216790945591726
34926,1.6749999999999998,2.7199999999999998,5.214392147224679
34927,30.695,64.015,7.0758503412071905
34928,7.48,22.73,6.177404381953261
34929,0.64,2.475,5.213015582684758
34930,7.0649999999999995,26.15,6.188849843903937
34931,34.99,64.965,7.415888713050088
34932,19.4,54.45,6.7739274386912625
34933,3.5250000000000004,4.415,5.219029726684865
34934,7.075,7.695,5.291794480278123
34935,2.56,4.455,5.2214309700991635
34936,4.97,6.93,5.328520750742496
34937,8.67,38.31,6.490053738123413
34938,3.73,19.86,5.765186107112369
34939,2.04,2.8400000000000003,5.2168991652039916
34940,17.235,43.56,6.777929182215711
34941,0.905,3.275,5.226225299121399
34942,0.35,7.77,5.375629531850668
34943,2.395,7.32,5.479275728397027
34944,3.74,7.09,5.389841869365629
34945,3.4349999999999996,3.4499999999999997,5.223116764180956
34946,6.925,18.405,5.761142046342893
34947,2.69,6.05,5.229776071201638
34948,3.53,11.76,5.675947141229154
34949,3.495,4.800000000000001,5.219029726684865
34950,1.85,2.8,5.214728361807484
34951,3.935,4.4399999999999995,5.219029726684865
34952,0.91,11.91,5.834789112705611
34953,0.0,2.95,5.229167774223479
34954,5.105,20.485,5.765186107112369
34955,0.26,0.935,5.215633016753174
34956,4.88,4.3500000000000005,5.219029726684865
34957,2.8600000000000003,0.0,5.335929772036481
34958,3.75,24.393333333333334,6.201199702807614
34959,2.69,16.165,5.790336907032087
34960,3.715,12.685,5.679297488302052
34961,0.0,8.42,5.375869884887196
34962,6.3100000000000005,50.025000000000006,6.614580675076893
34963,2.1950000000000003,7.42,5.466738366255372
34964,1.33,1.53,5.209686085141553
34965,0.0,2.715,5.226625291870876
34966,0.39,2.185,5.216016974985602
34967,2.8049999999999997,3.315,5.225518007595255
35040,2.26,1.89,5.220280831141662
35041,0.79,1.11,5.208559712016806
35042,8.01,11.78,5.6730284947276095
35043,0.79,0.86,5.212631624452331
35044,2.8,0.83,5.277714738995323
35045,3.39,2.91,5.217313811167691
35046,1.2,1.2,5.230519513784006
35047,1.75,3.18,5.216934629577281
35048,1.69,2.18,5.21206022250751
35049,9.11,8.3,5.276953844167752
35050,1.23,1.99,5.209686085141553
35051,3.43,5.29,5.223386633135093
35052,2.49,4.92,5.2214309700991635
35053,3.24,3.34,5.223116764180956
35054,3.33,7.55,5.4579333723381565
35055,6.61,8.16,5.276953844167752
35056,2.355714285714286,2.7399999999999998,5.229436527345647
35057,2.4050000000000002,4.14,5.23115244286282
35058,0.46,0.0,5.258757405956424
35059,2.24,7.8,5.286198746104647
35060,1.97,2.94,5.219441647556594
35061,2.34,2.53,5.227104602628478
35062,0.0,0.64,5.262697611234605
35063,4.78,5.39,5.223386633135093
35064,2.58,2.91,5.219715054581991
35065,1.22,5.48,5.2285901226725375
35066,0.0,1.19,5.3379153852994445
35067,2.25,1.64,5.220280831141662
35068,0.47,1.28,5.210866621164223
35069,2.18,3.44,5.2227021182172555
35070,2.1550000000000002,1.975,5.220280831141662
35071,2.86,3.73,5.2214309700991635
35072,0.57,1.32,5.210866621164223
35073,3.93,5.04,5.220854834214797
35074,2.71,3.16,5.222257536934594
35075,4.64,6.55,5.238037932918122
35076,3.45,6.26,5.227374827787338
35077,0.33,2.93,5.220891382055374
35078,3.4,2.1125,5.214981886450523
35079,0.06,0.44,5.225712793849682
35080,3.72,5.1,5.223386633135093
35081,1.65,2.17,5.21206022250751
35082,5.46,6.17,5.234131132058709
35083,0.0,1.33,5.219143013332328
35084,3.38,3.5,5.219029726684865
35085,3.8,3.18,5.219856293520293
35086,3.0,3.74,5.247064493989758
35087,2.99,2.21,5.229897130651431
35088,0.46,1.02,5.214618941900766
35089,0.9,0.32,5.221800104442832
35090,2.17,0.0,5.322098003553449
35091,9.77,5.71,5.257702608317241
35092,2.78,0.22,5.304592329208505
35093,4.56,3.99,5.219029726684865
35094,0.63,1.47,5.207330895932625
35095,0.17,1.74,5.210332288233469
35096,3.68,1.41,5.234046431582824
35097,1.705,2.65,5.214392147224679
35098,2.42,1.92,5.232818193283317
35099,1.73,2.91,5.214392147224679
35100,4.15,4.03,5.219029726684865
35101,0.0,0.0,5.785238940954993
35102,2.55,2.23,5.217383129864822
35103,2.73,5.41,5.225787876549393
35104,2.81,3.29,5.225518007595255
35105,0.0,0.0,5.738130714138281
35106,0.0,0.0,5.851856067143446
35107,0.66,0.31,5.214435009380733
35108,1.23,1.37,5.210220418072307
35109,4.67,3.8,5.219029726684865
35110,0.74,2.49,5.213015582684758
35111,1.67,6.2,5.222162907488435
35112,3.03,3.8899999999999997,5.219029726684865
35113,0.0,2.28,5.473886375798593
35114,1.11,1.04,5.221077599259023
35115,2.34,1.39,5.2447478410098105
35116,2.93,3.29,5.238032008381865
35117,2.21,2.22,5.214567240486822
35118,2.17,3.71,5.218615080721165
35119,2.42,2.21,5.227104602628478
35120,1.55,2.77,5.214392147224679
35121,0.0,0.0,5.256126729193966
35122,0.0,0.73,5.223909408921278
35123,1.82,2.81,5.214728361807484
35124,2.27,3.11,5.219441647556594
35125,4.47,5.35,5.223386633135093
