uniprot_id,hgnc_symbol,canonical_smiles,concentration_100,concentration_500,concentration_1000,concentration_5000,concentration_10000,concentration_50000,concentration_100000,concentration_1000000,activity_value
P09619,PDGFRB,COc1cc2c(cc1OCC(O)CN1CCCC1)Cc1c-2n[nH]c1Nc1ccc(F)c(Cl)c1,,,,,,,,102.0,8.76447155309245
P09619,PDGFRB,COc1cc2c(cc1OCC(O)CN1CCCC1)Cc1c-2n[nH]c1Nc1cccnc1,,,,,,,,67.0,8.585026652029182
P09619,PDGFRB,COc1cc2c(cc1OCC(O)CN1CCCC1)Cc1c-2n[nH]c1Nc1cccc(Cl)c1,,,,,,,,99.0,10.050609993355092
P09619,PDGFRB,COCCCOc1cc2c(cc1OCCCOC)-c1n[nH]c(Nc3cccc(F)c3)c1C2,,,,,,,,86.5,8.360513510731414
P09619,PDGFRB,COCCCOc1cc2c(cc1OCCCOC)-c1n[nH]c(Nc3cccc(OC)c3)c1C2,,,,,,,,84.6,8.293282217663242
P09619,PDGFRB,COCCCOc1cc2c(cc1OCCCOC)-c1n[nH]c(Nc3cccc(Cl)c3)c1C2,,,,,,,,18.5,8.555955204081924
P09619,PDGFRB,COCCCOc1cc2c(cc1OCCCOC)-c1n[nH]c(Nc3cccnc3)c1C2,,,,,,,,95.5,7.789413975094844
P09619,PDGFRB,COCCCOc1cc2c(cc1OCCCOC)-c1n[nH]c(Nc3ccc(F)c(Cl)c3)c1C2,,,,,,,,92.5,7.582362260347771
P09619,PDGFRB,COc1ccc(Nc2[nH]nc3c2Cc2cc(F)ccc2-3)cc1Cl,,,,,,,,88.5,6.658763376761308
P09619,PDGFRB,CC(O)c1cccc(Nc2[nH]nc3c2Cc2cc(F)ccc2-3)c1,,,,,,,,93.5,7.732124580681102
P09619,PDGFRB,Fc1ccc2c(c1)Cc1c-2n[nH]c1Nc1ccc2[nH]ccc2c1,,,,,,,,87.5,7.21169018789295
P09619,PDGFRB,COc1cc2c(cc1OCc1ccccc1)Cc1c-2n[nH]c1Nc1cccc(F)c1,,,,,,,,95.0,6.687822643560222
P09619,PDGFRB,CCOc1cc2c(cc1OCC)-c1n[nH]c(NCc3ccccc3Cl)c1C2,,,,,,,,86.5,7.739451627363021
P09619,PDGFRB,CCOc1cc2c(cc1OCC)-c1n[nH]c(NCc3ccccc3F)c1C2,,,,,,,,96.5,7.160145015398115
P09619,PDGFRB,CCOc1cc2c(cc1OCC)-c1n[nH]c(NCc3cccc(F)c3)c1C2,,,,,,,,81.0,6.578889870206566
P09619,PDGFRB,CCOc1cc2c(cc1OCC)-c1n[nH]c(NCc3c(Cl)cccc3Cl)c1C2,,,,,,,,81.5,8.783836103869199
P09619,PDGFRB,CCOc1cc2c(cc1OCC)-c1n[nH]c(NCc3ccccc3OC)c1C2,,,,,,,,72.5,5.73969005420508
P09619,PDGFRB,COc1cc2c(cc1OC)-c1n[nH]c(Nc3cccc(C(=O)NCCO)c3)c1C2,,,,,,,,90.5,6.560825260156531
P09619,PDGFRB,COc1cc2c(cc1OC)-c1n[nH]c(Nc3cccc(C(=O)NCCCN4CCCC4)c3)c1C2,,,,,,,,92.0,6.389126999619949
P09619,PDGFRB,Fc1ccc2c(c1)-c1n[nH]c(Nc3ccccc3)c1C2,,,,,,,,80.0,7.714892970433188
P09619,PDGFRB,CC(C)(C)c1cc(Nc2[nH]nc3c2Cc2cc(F)ccc2-3)cc(C(C)(C)C)c1,,,,,,,,50.0,5.029746130405213
P09619,PDGFRB,Fc1ccc2c(c1)Cc1c-2n[nH]c1NCc1cc(Cl)cc(Cl)c1,,,,,,,,38.0,5.461426266193144
P09619,PDGFRB,Cc1cccc(CNc2[nH]nc3c2Cc2cc(F)ccc2-3)c1,,,,,,,,87.0,6.339419087572701
P09619,PDGFRB,Cc1ccc(CNc2[nH]nc3c2Cc2cc(F)ccc2-3)cc1Cl,,,,,,,,47.5,5.066057397258739
P09619,PDGFRB,COc1ccc(OC)c(CNc2[nH]nc3c2Cc2cc(F)ccc2-3)c1,,,,,,,,59.0,5.468393368067278
P09619,PDGFRB,Fc1ccc2c(c1)Cc1c-2n[nH]c1NCc1ccc(F)c(F)c1,,,,,,,,14.0,6.291749111408622
P09619,PDGFRB,COc1ccc(Nc2[nH]nc3c2Cc2ccc(C)cc2-3)cc1Cl,,,,,,,,92.5,7.519705539996994
P09619,PDGFRB,Cc1ccc2c(c1)-c1n[nH]c(Nc3cccc(C(C)O)c3)c1C2,,,,,,,,95.5,7.694648630553377
P09619,PDGFRB,Cc1ccc2c(c1)-c1n[nH]c(Nc3ccc4[nH]ccc4c3)c1C2,,,,,,,,68.5,7.126214539181799
P09619,PDGFRB,Cc1ccc2c(c1)-c1n[nH]c(Nc3cc(C(C)(C)C)cc(C(C)(C)C)c3)c1C2,,,,,,,,56.5,5.24626377782499
P09619,PDGFRB,Cc1ccc2c(c1)-c1n[nH]c(NCc3cc(Cl)cc(Cl)c3)c1C2,,,,,,,,62.5,5.455559862682308
P09619,PDGFRB,Cc1cccc(CNc2[nH]nc3c2Cc2ccc(C)cc2-3)c1,,,,,,,,76.0,6.048468209457652
P09619,PDGFRB,Cc1ccc2c(c1)-c1n[nH]c(NCc3ccc(C)c(Cl)c3)c1C2,,,,,,,,17.5,5.715794932298206
P09619,PDGFRB,COc1ccc(OC)c(CNc2[nH]nc3c2Cc2ccc(C)cc2-3)c1,,,,,,,,66.0,5.309272456129633
P09619,PDGFRB,Cc1ccc2c(c1)-c1n[nH]c(NCc3ccc(F)c(F)c3)c1C2,,,,,,,,79.0,5.904133546521457
P09619,PDGFRB,c1ccc(Nc2[nH]nc3c2CCOc2ccccc2-3)cc1,,,,,,,,23.0,4.463694127648966
P09619,PDGFRB,COc1cc2c(cc1OC)-c1n[nH]c(Nc3cccc(C(=O)N4CCN(C)CC4)c3)c1C2,,,,,,,,80.5,5.657379957446652
P09619,PDGFRB,COc1cc2c(cc1OC)-c1n[nH]c(NCc3ccc(C)c(C)c3)c1C2,,,,,,,,70.5,5.708187312532881
P09619,PDGFRB,COc1cc2c(cc1OC)-c1n[nH]c(NCc3c(F)cccc3F)c1C2,,,,,,,,77.0,8.127843727251706
P09619,PDGFRB,COc1cc2c(cc1OC)-c1n[nH]c(NCc3cccc(OC)c3OC)c1C2,,,,,,,,22.0,7.262330372643358
P09619,PDGFRB,COc1cc2c(cc1OC)-c1n[nH]c(NCc3cc(F)ccc3F)c1C2,,,,,,,,60.5,5.059931986260647
P09619,PDGFRB,COc1cccc(C(C)Nc2[nH]nc3c2Cc2cc(OC)c(OC)cc2-3)c1,,,,,,,,74.5,5.877784121727173
P09619,PDGFRB,COc1cc2c(cc1OC)-c1n[nH]c(NCc3ccccc3F)c1C2,,,,,,,,61.0,7.014618439768003
P09619,PDGFRB,COc1cc2c(cc1OC)-c1n[nH]c(NCc3cccc(Cl)c3Cl)c1C2,,,,,,,,82.0,6.573326111978627
P09619,PDGFRB,COc1cc2c(cc1OC)-c1n[nH]c(NCc3cccc(F)c3)c1C2,,,,,,,,52.0,4.97387548325455
P09619,PDGFRB,COc1cc2c(cc1OC)-c1n[nH]c(NCc3ccc(F)cc3F)c1C2,,,,,,,,78.5,6.156704917263493
P09619,PDGFRB,COc1cc2c(cc1OC)-c1n[nH]c(NCc3ccccc3C(F)(F)F)c1C2,,,,,,,,58.0,7.1180450286604
P09619,PDGFRB,COc1cc2c(cc1OC)-c1n[nH]c(NCc3cc(Cl)ccc3Cl)c1C2,,,,,,,,100.0,5.920818753952375
P09619,PDGFRB,COc1cc2c(cc1OC)-c1n[nH]c(NCc3ccc(F)cc3)c1C2,,,,,,,,93.0,6.72445831159869
P09619,PDGFRB,COc1ccc(OC)c2c1Cc1c-2n[nH]c1Nc1ccccc1,,,,,,,,90.0,6.429924294678396
P09619,PDGFRB,COc1cc2c(cc1OC)C(C)c1c-2n[nH]c1NCc1cccc(Cl)c1,,,,,,,,73.5,5.5934598195660445
P09619,PDGFRB,Fc1cccc(Nc2[nH]nc3c2Cc2ccc(F)cc2-3)c1,,,,,,,,99.5,8.060980223551333
P09619,PDGFRB,Fc1cccc(Nc2[nH]nc3c2Cc2sccc2-3)c1,,,,,,,,100.0,6.8887374863409345
P09619,PDGFRB,Fc1cccc(Nc2[nH]nc3c2Cc2ccccc2-3)c1,,,,,,,,100.0,8.05551732784983
P09619,PDGFRB,Cc1ccc(Cl)cc1Nc1[nH]nc2c1Cc1ccccc1-2,,,,,,,,78.5,6.345630909024714
P09619,PDGFRB,Fc1ccc(F)c(Nc2[nH]nc3c2Cc2ccccc2-3)c1,,,,,,,,100.0,6.930331903088405
P09619,PDGFRB,Fc1ccc(C(F)(F)F)cc1Nc1[nH]nc2c1Cc1ccccc1-2,,,,,,,,92.5,6.980468315468745
P09619,PDGFRB,COc1ccc(OC)c(Nc2[nH]nc3c2Cc2ccccc2-3)c1,,,,,,,,92.5,7.385313657717988
P09619,PDGFRB,COc1ccc(Cl)cc1Nc1[nH]nc2c1Cc1ccccc1-2,,,,,,,,56.5,7.573814174755489
P09619,PDGFRB,COc1cccc(Nc2[nH]nc3c2Cc2ccccc2-3)c1,,,,,,,,99.5,8.092857552251672
P09619,PDGFRB,CCOc1cc2c(cc1OCC)C(C)c1c-2n[nH]c1Nc1cccc(F)c1,,,,,,,,100.0,7.189431470783587
P09619,PDGFRB,CCOc1cc2c(cc1OCC)C(C)c1c-2n[nH]c1Nc1cccnc1,,,,,,,,88.0,7.049148541111454
P09619,PDGFRB,CCOc1cc2c(cc1OCC)C(C)c1c-2n[nH]c1Nc1cccc(Br)c1,,,,,,,,98.0,7.13123804178795
P09619,PDGFRB,CCOc1cc2c(cc1OCC)C(C)c1c-2n[nH]c1Nc1ccc(F)c(Cl)c1,,,,,,,,90.5,6.263364502313179
P09619,PDGFRB,CCOc1cc2c(cc1OCC)C(C)c1c-2n[nH]c1Nc1cccc(OC)c1,,,,,,,,97.5,7.597051170655595
P09619,PDGFRB,CCOc1cc2c(cc1OCC)C(C)c1c-2n[nH]c1Nc1ccc(F)cc1,,,,,,,,78.0,7.092105164583717
P09619,PDGFRB,N#Cc1ccc2c(c1)CCc1c-2n[nH]c1Nc1ccccc1,,,,,,,,91.0,6.1862856081188555
P09619,PDGFRB,CC(C)Oc1cc2c(cc1OC(C)C)C(C)c1c-2n[nH]c1Nc1cccc(F)c1,,,,,,,,93.0,6.398157210217902
P09619,PDGFRB,CC(C)Oc1cc2c(cc1OC(C)C)C(C)c1c-2n[nH]c1Nc1cccnc1,,,,,,,,86.5,6.1218230195084935
P09619,PDGFRB,CC(C)Oc1cc2c(cc1OC(C)C)C(C)c1c-2n[nH]c1Nc1cccc(Br)c1,,,,,,,,88.0,6.444421927227045
P09619,PDGFRB,CC(C)Oc1cc2c(cc1OC(C)C)C(C)c1c-2n[nH]c1Nc1ccc(F)c(Cl)c1,,,,,,,,62.0,5.610833915635467
P09619,PDGFRB,COc1cccc(Nc2[nH]nc3c2C(C)c2cc(OC(C)C)c(OC(C)C)cc2-3)c1,,,,,,,,85.0,5.988852639224203
P09619,PDGFRB,CC(C)Oc1cc2c(cc1OC(C)C)C(C)c1c-2n[nH]c1Nc1ccc(F)cc1,,,,,,,,70.0,5.709297756712146
P09619,PDGFRB,COc1cc2c(cc1F)Cc1c-2n[nH]c1Nc1cccc(F)c1,,,,,,,,98.5,8.025949097207123
P09619,PDGFRB,COc1cc2c(cc1F)Cc1c-2n[nH]c1Nc1cccc(Br)c1,,,,,,,,92.0,8.057000406633959
P09619,PDGFRB,COc1cc2c(cc1F)Cc1c-2n[nH]c1Nc1ccc(F)c(Cl)c1,,,,,,,,98.5,7.381847266621481
P09619,PDGFRB,COc1cccc(Nc2[nH]nc3c2Cc2cc(F)c(OC)cc2-3)c1,,,,,,,,98.0,8.1249387366083
P09619,PDGFRB,COc1cc2c(cc1F)Cc1c-2n[nH]c1Nc1ccc(F)cc1,,,,,,,,100.0,7.93704216591549
P09619,PDGFRB,Oc1cc2c(cc1O)-c1n[nH]c(Nc3cccc(F)c3)c1C2,,,,,,,,80.5,6.105462415004253
P09619,PDGFRB,COc1cc2c(cc1O)Cc1c-2n[nH]c1Nc1cccc(F)c1,,,,,,,,76.5,8.26201267366657
P09619,PDGFRB,COc1cc2c(cc1F)Cc1c-2n[nH]c1Nc1cccnc1,,,,,,,,100.0,7.822175028135319
P09619,PDGFRB,CCOc1cc2c(cc1OCCCO)-c1n[nH]c(Nc3cccc(F)c3)c1C2,,,,,,,,99.5,7.946537395074545
P09619,PDGFRB,CCOc1cc2c(cc1OCCCO)-c1n[nH]c(Nc3cccc(OC)c3)c1C2,,,,,,,,100.0,7.917573699139228
P09619,PDGFRB,CCOc1cc2c(cc1OCCCO)-c1n[nH]c(Nc3cccc(Cl)c3)c1C2,,,,,,,,97.0,8.089375595110798
P09619,PDGFRB,CCOc1cc2c(cc1OCCCO)-c1n[nH]c(Nc3ccc(F)c(Cl)c3)c1C2,,,,,,,,89.5,7.201142268252514
P09619,PDGFRB,COc1cc2c(cc1Br)Cc1c-2n[nH]c1Nc1cccc(F)c1,,,,,,,,100.0,7.728158393463501
P09619,PDGFRB,COc1cccc(Nc2[nH]nc3c2Cc2cc(Br)c(OC)cc2-3)c1,,,,,,,,94.0,7.914352711703144
P09619,PDGFRB,CCOc1cc2c(cc1OCCCO)-c1n[nH]c(Nc3cccnc3)c1C2,,,,,,,,100.0,7.3223930472795065
P09619,PDGFRB,OCCCOc1cc2c(cc1OCCCO)-c1n[nH]c(Nc3cccnc3)c1C2,,,,,,,,100.0,7.808828544271441
P09619,PDGFRB,OCCCOc1cc2c(cc1OCCCO)-c1n[nH]c(Nc3cccc(Cl)c3)c1C2,,,,,,,,100.0,8.423658649794207
P09619,PDGFRB,CCOc1cccc(Nc2[nH]nc3c2Cc2cc(OC)c(OC)cc2-3)c1,,,,,,,,100.0,7.850165303284215
P09619,PDGFRB,CCOc1cccc(Nc2[nH]nc3c2Cc2cc(OCC)c(OCC)cc2-3)c1,,,,,,,,96.5,6.988006885340743
P09619,PDGFRB,CCOc1cccc(Nc2[nH]nc3c2Cc2cc(OCCCO)c(OC)cc2-3)c1,,,,,,,,100.0,8.040958607678906
P09619,PDGFRB,COc1cc2c(cc1OC)-c1n[nH]c(Nc3cccnc3Cl)c1C2,,,,,,,,99.0,8.067019178076801
P09619,PDGFRB,Cc1ccccc1CNc1[nH]nc2c1Cc1cc(F)ccc1-2,,,,,,,,94.5,6.330683119433888
P09619,PDGFRB,CCOc1cccc(Nc2[nH]nc3c2Cc2cc(OCC(O)CO)c(OC)cc2-3)c1,,,,,,,,100.0,8.090443970758825
P09619,PDGFRB,Fc1cccc(Nc2[nH]nc3c2oc2ccccc23)c1,,,,,,,,99.5,7.814457845145625
P09619,PDGFRB,Fc1ccc(Nc2[nH]nc3c2oc2ccccc23)cc1Cl,,,,,,,,100.0,7.260269471435283
P09619,PDGFRB,CCOc1cc2c(cc1OCCCO)Cc1c-2n[nH]c1Nc1cccc(F)c1,,,,,,,,100.0,7.926281649653878
P09619,PDGFRB,CCOc1cc2c(cc1OCCCO)Cc1c-2n[nH]c1Nc1cccnc1,,,,,,,,93.0,7.596364810209452
P09619,PDGFRB,CCOc1cc2c(cc1OCCCO)Cc1c-2n[nH]c1Nc1cccc(OC)c1,,,,,,,,100.0,8.251037138743838
P09619,PDGFRB,COc1cc2c(cc1OCCCO)Cc1c-2n[nH]c1NCc1ccccc1Cl,,,,,,,,98.5,8.39040559077478
P09619,PDGFRB,COc1cc2c(cc1OCCCO)Cc1c-2n[nH]c1NCc1ccccc1F,,,,,,,,95.5,7.9582126810282485
P09619,PDGFRB,COc1cc2c(cc1OCC(O)CO)Cc1c-2n[nH]c1NCc1ccccc1F,,,,,,,,100.0,7.934793871945688
P09619,PDGFRB,CCOc1cccc(Nc2[nH]nc3c2Cc2cc(OCC)c(OCCCO)cc2-3)c1,,,,,,,,96.0,8.221848749616356
P09619,PDGFRB,OCCCOc1cc2c(cc1OCCCO)-c1n[nH]c(Nc3ccc(F)c(Cl)c3)c1C2,,,,,,,,98.0,7.820735535660974
P09619,PDGFRB,COc1cc2c(cc1OCC(O)CN1CCCC1)Cc1c-2n[nH]c1NCc1c(Cl)cccc1Cl,,,,,,,,99.0,8.692503962086787
P09619,PDGFRB,COc1cc2c(cc1OCC(O)CN1CCCC1)Cc1c-2n[nH]c1NCc1c(F)cccc1F,,,,,,,,99.0,8.167491087293763
P09619,PDGFRB,Clc1cccc(Nc2[nH]nc3c2Cc2c(OCCCN4CCOCC4)cccc2-3)c1,,,,,,,,80.0,6.815876645760329
P09619,PDGFRB,Fc1cccc(Nc2[nH]nc3c2Cc2c(OCCCN4CCOCC4)cccc2-3)c1,,,,,,,,94.5,6.760200181552902
P09619,PDGFRB,CCOc1cccc(Nc2[nH]nc3c2Cc2c(OCCCN4CCOCC4)cccc2-3)c1,,,,,,,,91.0,6.4829361265173455
P09619,PDGFRB,COc1cc2c(cc1OC)-c1nn(C(=O)Nc3cccc(F)c3)c(Nc3cccc(F)c3)c1C2,,,,,,,,88.0,6.163612580673589
P09619,PDGFRB,COc1cc2c(cc1OCC(O)CN1CCCC1)Cc1c-2n[nH]c1NCc1ccccc1Cl,,,,,,,,99.5,8.289882634888183
P09619,PDGFRB,COc1cc2c(cc1OCC(O)CN1CCCC1)Cc1c-2n[nH]c1NCc1ccccc1F,,,,,,,,92.0,8.113509274827518
P09619,PDGFRB,OCCCOc1cc2c(cc1OCCCO)-c1n[nH]c(Nc3cccc(F)c3)c1C2,,,,,,,,96.0,8.16621562534352
P09619,PDGFRB,COc1cccc(Nc2[nH]nc3c2Cc2cc(OCCCO)c(OCCCO)cc2-3)c1,,,,,,,,98.5,8.534617148551582
P09619,PDGFRB,CCOc1cccc(Nc2[nH]nc3c2Cc2cc(OCCCO)c(OCCCO)cc2-3)c1,,,,,,,,98.5,7.656985502849232
P09619,PDGFRB,c1cncc(Nc2[nH]nc3c2Cc2sccc2-3)c1,,,,,,,,90.0,6.708409174341999
P09619,PDGFRB,Clc1cccc(Nc2[nH]nc3c2Cc2sccc2-3)c1,,,,,,,,96.0,7.066107964235789
P09619,PDGFRB,Fc1ccc(Nc2[nH]nc3c2Cc2sccc2-3)cc1Cl,,,,,,,,74.5,5.952725132615821
P09619,PDGFRB,CCOc1cccc(Nc2[nH]nc3c2Cc2sccc2-3)c1,,,,,,,,94.5,7.196952789508871
P09619,PDGFRB,COc1cc2c(cc1OC)-c1nn(C(C)=O)c(Nc3cccc(F)c3)c1C2,,,,,,,,96.0,7.124822940185296
P09619,PDGFRB,CCOC(=O)CNC(=O)n1nc2c(c1Nc1cccc(F)c1)Cc1cc(OC)c(OC)cc1-2,,,,,,,,39.0,5.00511120463509
P09619,PDGFRB,COc1cc2c(cc1OC)-c1n[nH]c(Nc3cccc(F)c3Br)c1C2,,,,,,,,83.5,5.96818772866963
P09619,PDGFRB,CCOC(=O)CCNC(=O)n1nc2c(c1Nc1ccccc1)Cc1cc(OC)c(OC)cc1-2,,,,,,,,14.5,7.08444188458848
P09619,PDGFRB,COC(=O)C(CC(C)C)NC(=O)n1nc2c(c1Nc1cccc(F)c1)Cc1cc(OC)c(OC)cc1-2,,,,,,,,44.0,4.895512888687605
P09619,PDGFRB,COC(=O)C(NC(=O)n1nc2c(c1Nc1cccc(F)c1)Cc1cc(OC)c(OC)cc1-2)C(C)C,,,,,,,,71.0,5.943095148663527
P09619,PDGFRB,Fc1cccc(F)c1CNc1[nH]nc2c1Cc1c(OCCCN3CCOCC3)cccc1-2,,,,,,,,80.5,6.248797905411647
P09619,PDGFRB,Clc1cccc(Cl)c1CNc1[nH]nc2c1Cc1c(OCCCN3CCOCC3)cccc1-2,,,,,,,,98.0,7.588211995456131
P09619,PDGFRB,Fc1ccccc1CNc1[nH]nc2c1Cc1c(OCCCN3CCOCC3)cccc1-2,,,,,,,,72.5,5.926281649653878
P09619,PDGFRB,COc1cc(Nc2[nH]nc3c2Cc2c(OC)cccc2-3)cc(C(F)(F)F)c1,,,,,,,,27.5,4.913640169325252
P09619,PDGFRB,COc1cccc2c1Cc1c-2n[nH]c1Nc1cccc(S(N)(=O)=O)c1,,,,,,,,82.5,6.0498299401918
P09619,PDGFRB,CCC1c2cc(OC)c(OC)cc2-c2n[nH]c(Nc3cccc(Cl)c3)c21,,,,,,,,100.0,7.206628751081045
P09619,PDGFRB,CCC1c2cc(OC)c(OC)cc2-c2n[nH]c(Nc3cccc(Br)c3)c21,,,,,,,,88.375,6.0851281824599495
P09619,PDGFRB,CCC1c2cc(OC)c(OC)cc2-c2n[nH]c(Nc3cccc(F)c3)c21,,,,,,,,100.0,7.085181019552527
P09619,PDGFRB,COc1cccc2c1Cc1c-2n[nH]c1Nc1cccc(F)c1,,,,,,,,83.0,7.5278288533076365
P09619,PDGFRB,COc1cccc2c1Cc1c-2n[nH]c1NCc1c(F)cccc1F,,,,,,,,90.0,6.741123370627869
P09619,PDGFRB,COc1cc2c(cc1F)Cc1c-2n[nH]c1NCc1ccccc1C,,,,,,,,96.0,8.638272163982407
P09619,PDGFRB,COc1cc2c(cc1F)Cc1c-2n[nH]c1NCc1ccccc1F,,,,,,,,97.0,6.617082864912469
P09619,PDGFRB,COc1cc2c(cc1OC)-c1c(c(Nc3cccc(F)c3)nn1C(=O)c1ccccc1)C2,,,,,,,,80.0,5.939302159646388
P09619,PDGFRB,COC(=O)CCC(=O)n1nc(Nc2cccc(F)c2)c2c1-c1cc(OC)c(OC)cc1C2,,,,,,,,85.5,6.364516253185088
P09619,PDGFRB,CCOC(=O)CCC(=O)n1nc(Nc2cccc(F)c2)c2c1-c1cc(OC)c(OC)cc1C2,,,,,,,,72.0,6.173536450907199
P09619,PDGFRB,CCC(=O)n1nc(Nc2cccc(F)c2)c2c1-c1cc(OC)c(OC)cc1C2,,,,,,,,61.5,6.243363891754152
P09619,PDGFRB,COc1cc2c(cc1OC)-c1c(c(Nc3cccc(F)c3)nn1C(=O)C(C)C)C2,,,,,,,,84.5,6.352910571283445
P09619,PDGFRB,COc1cc2c(cc1OC)-c1c(c(Nc3cccc(F)c3)nn1C(=O)CO)C2,,,,,,,,95.5,7.68837535480105
P09619,PDGFRB,COc1cc2c(cc1OC)-c1c(c(Nc3cccc(F)c3)nn1C(=O)Oc1ccccc1)C2,,,,,,,,71.0,6.232918378636678
P09619,PDGFRB,COC(=O)n1nc2c(c1Nc1cccc(F)c1)Cc1cc(OC)c(OC)cc1-2,,,,,,,,86.0,6.298432014944073
P09619,PDGFRB,CCOC(=O)n1nc2c(c1Nc1cccc(F)c1)Cc1cc(OC)c(OC)cc1-2,,,,,,,,67.0,5.799149501908922
P09619,PDGFRB,COc1cc2c(cc1OC)-c1nn(C(=O)OC(C)C)c(Nc3cccc(F)c3)c1C2,,,,,,,,9.5,6.0168700752653
P09619,PDGFRB,COCCOC(=O)n1nc2c(c1Nc1cccc(F)c1)Cc1cc(OC)c(OC)cc1-2,,,,,,,,83.5,6.535510452566029
P09619,PDGFRB,COCCOC(=O)n1nc(Nc2cccc(F)c2)c2c1-c1cc(OC)c(OC)cc1C2,,,,,,,,77.5,6.003357008644527
P09619,PDGFRB,COC(=O)n1nc(Nc2cccc(F)c2)c2c1-c1cc(OC)c(OC)cc1C2,,,,,,,,69.5,6.207468238098692
P09619,PDGFRB,OCCCOc1cccc2c1Cc1c-2n[nH]c1Nc1cccc(Cl)c1,,,,,,,,89.5,7.33970383972927
P09619,PDGFRB,CCOc1cccc(Nc2[nH]nc3c2Cc2c(OCCCO)cccc2-3)c1,,,,,,,,96.0,6.686554629573586
P09619,PDGFRB,OCCCOc1cccc2c1Cc1c-2n[nH]c1Nc1cccc(F)c1,,,,,,,,94.5,6.688670047696207
P09619,PDGFRB,OCCCOc1cccc2c1Cc1c-2n[nH]c1NCc1c(F)cccc1F,,,,,,,,89.5,7.008995559669245
P09619,PDGFRB,OCCCOc1cccc2c1Cc1c-2n[nH]c1NCc1ccccc1F,,,,,,,,79.5,6.28525123927494
P09619,PDGFRB,Cc1ccccc1CNc1[nH]nc2c1Cc1c(OCCCO)cccc1-2,,,,,,,,95.0,7.597566653780688
P09619,PDGFRB,COc1cc2c(cc1OCCCO)Cc1c-2n[nH]c1NCc1c(Cl)cccc1Cl,,,,,,,,100.0,8.752026733638193
P09619,PDGFRB,COc1cc2c(cc1OCCCO)Cc1c-2n[nH]c1NCc1c(F)cccc1F,,,,,,,,98.5,8.387216143280265
P09619,PDGFRB,COc1cc2c(cc1OCC(O)CO)Cc1c-2n[nH]c1NCc1ccccc1Cl,,,,,,,,99.5,8.698970004336019
P09619,PDGFRB,COc1cc2c(cc1OC)-c1n[nH]c(Nc3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)c1C2,,,,,,,,72.0,5.96018944585165
P09619,PDGFRB,COc1ccncc1Nc1[nH]nc2c1Cc1cc(OC)c(OC)cc1-2,,,,,,,,88.0,6.081235968972001
P09619,PDGFRB,COc1cc2c(cc1OC)-c1n[nH]c(Nc3c(OC)ccnc3OC)c1C2,,,,,,,,99.0,6.588548657862063
P09619,PDGFRB,COc1cc2c(cc1OC)-c1n[nH]c(NCc3cc(-c4ccccc4)on3)c1C2,,,,,,,,95.0,6.814741234703415
P09619,PDGFRB,COc1cc2c(cc1OCC(O)CO)Cc1c-2n[nH]c1NCc1c(F)cccc1F,,,,,,,,100.0,8.467245621007502
P09619,PDGFRB,COc1ccc(C(=O)n2nc(Nc3cccc(F)c3)c3c2-c2cc(OC)c(OC)cc2C3)cc1,,,,,,,,70.5,5.155026061853112
P09619,PDGFRB,CCOC(=O)CC(=O)n1nc(Nc2cccc(F)c2)c2c1-c1cc(OC)c(OC)cc1C2,,,,,,,,100.0,7.437231456983481
P09619,PDGFRB,CCOc1cc2c(cc1OCC(O)CN1CCCC1)-c1n[nH]c(Nc3cccc(F)c3)c1C2,,,,,,,,97.5,8.369572124974976
P09619,PDGFRB,CCOc1cc2c(cc1OCC(O)CN1CCCC1)-c1n[nH]c(Nc3cccnc3)c1C2,,,,,,,,97.5,8.122053048370812
P09619,PDGFRB,CCOc1cc2c(cc1OCC(O)CN1CCCC1)-c1n[nH]c(Nc3cccc(OC)c3)c1C2,,,,,,,,99.0,8.667561540084394
P09619,PDGFRB,CCOc1cccc(Nc2[nH]nc3c2Cc2cc(OCC)c(OCC(O)CN4CCCC4)cc2-3)c1,,,,,,,,98.5,7.960585880823863
P09619,PDGFRB,COC(=O)CCCC(=O)n1nc(Nc2cccc(F)c2)c2c1-c1cc(OC)c(OC)cc1C2,,,,,,,,92.0,6.611543547299734
P09619,PDGFRB,COCC(=O)n1nc(Nc2cccc(F)c2)c2c1-c1cc(OC)c(OC)cc1C2,,,,,,,,96.0,8.171984935776024
P09619,PDGFRB,COc1cc2c(cc1OC)-c1c(c(Nc3cccc(F)c3)nn1C(=O)CCC(=O)O)C2,,,,,,,,96.0,7.506820879317485
P09619,PDGFRB,COc1cc2c(cc1OC)-c1c(c(Nc3cccc(F)c3)nn1C(=O)COC(C)=O)C2,,,,,,,,96.5,7.753747687700678
P09619,PDGFRB,OCC(O)COc1cccc2c1Cc1c-2n[nH]c1Nc1cccc(Br)c1,,,,,,,,95.5,7.320208829019646
P09619,PDGFRB,OCC(O)COc1cccc2c1Cc1c-2n[nH]c1Nc1cccc(F)c1,,,,,,,,96.0,6.796423225022028
P09619,PDGFRB,COc1cc2c(cc1OC)-c1c(c(Nc3cccc(F)c3)nn1C(=O)OCCOCc1ccccc1)C2,,,,,,,,96.0,6.7055337738384075
P09619,PDGFRB,COc1cc2c(cc1OC)-c1c(c(Nc3cccc(F)c3)nn1C(=O)OCCOCCOCCO)C2,,,,,,,,90.5,6.870632404277014
