uniprot_id,hgnc_symbol,canonical_smiles,concentration_100,concentration_500,concentration_1000,concentration_5000,concentration_10000,concentration_50000,concentration_100000,concentration_1000000,activity_value
P36897,TGFBR1,Nc1nc(-c2ccccc2F)c(-c2ccnc3ccccc23)s1,,,16.0,,,,,,5.539987282190825
Q16539,MAPK14,Cc1nc(COc2ccc(C(=O)Nc3cc(NC(=O)c4cc(F)cc(N5CCOCC5)c4)ccc3C)cc2)cs1,,,,,,,,20.666666666666668,7.013228265733755
Q16539,MAPK14,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,,,,,,,,59.0,7.522878745280337
Q16539,MAPK14,Cc1ccc(NC(=O)c2cc(F)cc(N3CCCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,,,,,,,,5.0,7.6020599913279625
Q16539,MAPK14,Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,,,,,,,,43.0,7.1938200260161125
Q16539,MAPK14,Cc1ccc(NC(=O)c2cc(N3CCOCC3)cc(C(F)(F)F)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,,,,,,,,29.5,6.34518491628705
Q16539,MAPK14,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccncc2)cc1,,,,,,,,44.0,7.657577319177793
Q16539,MAPK14,Cc1nc(COc2ccc(C(=O)Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)cc2)cs1,,,,,,,,49.333333333333336,7.552841968657781
Q16539,MAPK14,Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccncc2)cc1,,,,,,,,32.0,7.769551078621726
Q16539,MAPK14,Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2cscn2)cc1,,,,,,,,59.0,7.795880017344075
Q16539,MAPK14,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2cscn2)cc1,,,,,,,,42.666666666666664,7.7447274948966935
P00519,ABL1,Cc1ccc(NC(=O)N2CCCCC2)cc1Nc1nccc(-c2cccnc2)n1,,,,,,,,78.0,6.031517051446065
P00519,ABL1,Cc1ccc(NC(=O)N2CCN(C)CC2)cc1Nc1nccc(-c2cccnc2)n1,,,,,,,,36.0,5.301029995663981
P00519,ABL1,Cc1ccc(NC(=O)Nc2ccccc2CN(C)C2CCCCC2)cc1Nc1nccc(-c2cccnc2)n1,,,,,,,,81.0,6.060480747381382
P00519,ABL1,Cc1ccc(NC(=O)Nc2cccc(N3CCCC3)c2)cc1Nc1nccc(-c2cccnc2)n1,,,,,,,,96.0,6.958607314841775
P00519,ABL1,Cc1ccc(NC(=O)Nc2cccc(N(C)C)c2)cc1Nc1nccc(-c2cccnc2)n1,,,,,,,,90.0,7.251811972993799
P00519,ABL1,Cc1ccc(NC(=O)Nc2cccc(Cl)c2)cc1Nc1nccc(-c2cccnc2)n1,,,,,,,,84.0,6.756961951313706
P00519,ABL1,Cc1ccc(NC(=O)Nc2cccnc2)cc1Nc1nccc(-c2cccnc2)n1,,,,,,,,74.0,6.059593203859604
P00519,ABL1,Cc1ccc(NC(=O)NCCN2CCCC2)cc1Nc1nccc(-c2cccnc2)n1,,,,,,,,34.0,5.045757490560675
P00519,ABL1,CCN(CC)c1cccc(NC(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)c1,,,,,,,,97.0,6.481486060122113
P49840,GSK3A,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2,,,,,99.0,,,,8.991399828238082
P49841,GSK3B,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2,,,,,97.0,,,61.0,8.958607314841775
P49841,GSK3B,CC(C)OC(=O)N1CCn2cc(C3=C(c4cnc5ccccn45)C(=O)NC3=O)c3cccc(c32)C1,,,,,,,,58.0,8.35498269431874
P36897,TGFBR1,Nc1nc(-c2nccs2)c(-c2ccnc3ccccc23)s1,,,27.0,,,,,,5.181774106386045
Q16539,MAPK14,Nc1nc(-c2cccc(Cl)c2)c(-c2ccc3ncccc3n2)s1,8.73,,50.025,,,,,,3.4038438936402744
P24941,CDK2,FC(F)(F)c1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3cccc(C(F)(F)F)c3)n2)cc1,,,1.0,,,,,,4.700057099977233
P49841,GSK3B,FC(F)(F)c1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3cccc(C(F)(F)F)c3)n2)cc1,,,10.0,,,,,,4.750156458690798
P11802,CDK4,c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c2c1,51.92,,85.72,,,,,,6.5003129173815966
P24941,CDK2,c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c2c1,69.53999999999999,,90.065,,,,,,8.200659450546418
P49841,GSK3B,c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c2c1,74.39,,91.02,,,,,,8.0
P24941,CDK2,FC(F)(F)c1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,3.4450000000000003,,1.745,,,,,,4.700057099977233
P49841,GSK3B,FC(F)(F)c1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,7.6,,9.99,,,,,,4.750156458690798
P11802,CDK4,COc1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)F)c4)n3)cnn2n1,3.8,,18.01,,,,,,4.70000006855703
P24941,CDK2,COc1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)F)c4)n3)cnn2n1,12.945,,58.55,,,,,,6.699991797446187
P49840,GSK3A,COc1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)F)c4)n3)cnn2n1,28.12,,81.14,,,,,,7.299988937677887
P49841,GSK3B,COc1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)F)c4)n3)cnn2n1,21.24,,73.25,,,,,,7.299988937677887
P24941,CDK2,Fc1ccc(Nc2nccc(-c3c(-c4ccc(C(F)(F)F)cc4)nn4ncccc34)n2)cc1F,2.545,,1.745,,,,,,4.700057099977233
P49841,GSK3B,Fc1ccc(Nc2nccc(-c3c(-c4ccc(C(F)(F)F)cc4)nn4ncccc34)n2)cc1F,1.37,,3.82,,,,,,4.750156458690798
P11802,CDK4,CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,9.51,,39.49,,,,,,5.700000503883016
P24941,CDK2,CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,21.28,,71.61500000000001,,,,,,7.597943919879988
P49840,GSK3A,CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,35.58,,76.0,,,,,,7.79997073344623
P49841,GSK3B,CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,31.31,,75.41,,,,,,7.795880017344075
P24941,CDK2,CCOc1ccc2c(-c3ccnc(Nc4cc(OC)cc(C(F)(F)F)c4)n3)cnn2n1,1.8050000000000002,,12.215,,,,,,4.700057099977233
P49841,GSK3B,CCOc1ccc2c(-c3ccnc(Nc4cc(OC)cc(C(F)(F)F)c4)n3)cnn2n1,9.12,,28.02,,,,,,5.50003813440381
P24941,CDK2,Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)c(-c3ccccc3)nn2n1,3.52,,5.2700000000000005,,,,,,4.70000006855703
P49840,GSK3A,Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)c(-c3ccccc3)nn2n1,22.57,,68.49,,,,,,7.400007822415902
P49841,GSK3B,Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)c(-c3ccccc3)nn2n1,35.67,,75.99,,,,,,7.398973915543969
P24941,CDK2,Cc1ccc2c(-c3ccnc(Nc4ccccc4)n3)c(-c3ccc(F)cc3)nn2n1,2.31,,3.18,,,,,,4.700057099977233
P49840,GSK3A,Cc1ccc2c(-c3ccnc(Nc4ccccc4)n3)c(-c3ccc(F)cc3)nn2n1,9.81,,44.81,,,,,,7.599980364934842
P49841,GSK3B,Cc1ccc2c(-c3ccnc(Nc4ccccc4)n3)c(-c3ccc(F)cc3)nn2n1,22.35,,66.67,,,,,,7.599980364934842
P24941,CDK2,c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,,,98.0,,,,,,8.300162274132754
P49841,GSK3B,c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,,,76.0,,,,,,7.700057099977233
Q13627,DYRK1A,c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,,,97.0,,,,,,7.42021640338319
P11802,CDK4,COc1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(OC)c1,44.9,,78.49,,,,,,7.700057099977233
P24941,CDK2,COc1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(OC)c1,59.040000000000006,,99.895,,,,,,7.79997073344623
P49841,GSK3B,COc1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(OC)c1,60.16,,89.93,,,,,,7.899974269892137
P24941,CDK2,CN(c1ccccc1)c1nccc(-c2cnn3ncccc23)n1,,,33.0,,,,,,4.701146923590294
P49841,GSK3B,CN(c1ccccc1)c1nccc(-c2cnn3ncccc23)n1,,,13.0,,,,,,4.701146923590294
Q13627,DYRK1A,CN(c1ccccc1)c1nccc(-c2cnn3ncccc23)n1,,,79.0,,,,,,6.730242027838512
P24941,CDK2,CCOc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,2.565,,11.515,,,,,,5.700057099977233
P49840,GSK3A,CCOc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,12.08,,46.07,,,,,,6.699991797446187
P49841,GSK3B,CCOc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,5.68,,33.64,,,,,,6.700569360518241
P24941,CDK2,FC(F)(F)c1cccc(Nc2nccc(-c3cnn4nc(-c5ccccc5)ccc34)n2)c1,2.41,,19.975,,,,,,5.6020599913279625
P49840,GSK3A,FC(F)(F)c1cccc(Nc2nccc(-c3cnn4nc(-c5ccccc5)ccc34)n2)c1,23.54,,67.78,,,,,,6.799998134593398
P49841,GSK3B,FC(F)(F)c1cccc(Nc2nccc(-c3cnn4nc(-c5ccccc5)ccc34)n2)c1,10.31,,53.51,,,,,,6.800670523819488
P24941,CDK2,COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(F)c(F)c3)n2)cc1,2.185,,3.95,,,,,,4.700057099977233
P49841,GSK3B,COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(F)c(F)c3)n2)cc1,3.16,,5.0,,,,,,5.050089748786451
P24941,CDK2,FC(F)(F)c1cccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)c1,2.715,,2.635,,,,,,4.70000006855703
P49840,GSK3A,FC(F)(F)c1cccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)c1,5.83,,22.43,,,,,,7.299988937677887
P49841,GSK3B,FC(F)(F)c1cccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)c1,5.36,,33.33,,,,,,7.299988937677887
P24941,CDK2,Fc1ccc(Nc2nccc(-c3c(-c4ccc(Cl)cc4)nn4ncccc34)n2)cc1F,,,13.0,,,,,,4.700057099977233
P49840,GSK3A,Fc1ccc(Nc2nccc(-c3c(-c4ccc(Cl)cc4)nn4ncccc34)n2)cc1F,,,0.0,,,,,,6.0
P49841,GSK3B,Fc1ccc(Nc2nccc(-c3c(-c4ccc(Cl)cc4)nn4ncccc34)n2)cc1F,,,31.0,,,,,,5.5
P24941,CDK2,COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,-0.31,,0.105,,,,,,4.70000006855703
P49841,GSK3B,COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,-0.07,,5.33,,,,,,5.300000202445418
P24941,CDK2,Clc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,,,0.0,,,,,,4.700057099977233
P49840,GSK3A,Clc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,,,24.0,,,,,,6.0999990348465305
P49841,GSK3B,Clc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,,,0.0,,,,,,6.099086932262331
P24941,CDK2,Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,1.98,,3.23,,,,,,4.700057099977233
P49840,GSK3A,Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,19.65,,59.74,,,,,,8.0
P49841,GSK3B,Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,39.02,,76.14,,,,,,6.5
P24941,CDK2,Clc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccccc3)n2)cc1,1.365,,3.1950000000000003,,,,,,4.700057099977233
P49841,GSK3B,Clc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccccc3)n2)cc1,2.61,,26.25,,,,,,5.451544993495972
P24941,CDK2,Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3ccc(C(F)(F)F)cc3)nn2n1,0.075,,1.8849999999999998,,,,,,4.700057099977233
P49841,GSK3B,Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3ccc(C(F)(F)F)cc3)nn2n1,4.65,,10.18,,,,,,4.750156458690798
P24941,CDK2,COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3cccc(C(F)(F)F)c3)n2)cc1,1.19,,2.965,,,,,,4.700057099977233
P49841,GSK3B,COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3cccc(C(F)(F)F)c3)n2)cc1,1.41,,3.78,,,,,,4.750156458690798
P11802,CDK4,COc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,56.51,,76.87,,,,,,7.199970640755866
P24941,CDK2,COc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,68.725,,91.83,,,,,,8.698970004336019
P49840,GSK3A,COc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,60.7,,79.45,,,,,,8.0
P49841,GSK3B,COc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,59.72,,79.02,,,,,,6.5
Q13627,DYRK1A,COc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,77.43,,88.33,,,,,,7.920457143142827
P11802,CDK4,FC(F)(F)c1cc(Br)cc(Nc2nccc(-c3cnn4ncccc34)n2)c1,,,25.333333333333332,,,,,,6.600161966295502
P24941,CDK2,FC(F)(F)c1cc(Br)cc(Nc2nccc(-c3cnn4ncccc34)n2)c1,,,39.0,,,,,,7.920457143142827
P49841,GSK3B,FC(F)(F)c1cc(Br)cc(Nc2nccc(-c3cnn4ncccc34)n2)c1,,,89.0,,,,,,6.5
P24941,CDK2,c1ccc(-c2ccc3c(-c4ccnc(Nc5ccc6c(c5)OCCO6)n4)cnn3n2)cc1,,,0.0,,,,,,4.700057099977233
P49840,GSK3A,c1ccc(-c2ccc3c(-c4ccnc(Nc5ccc6c(c5)OCCO6)n4)cnn3n2)cc1,,,12.0,,,,,,6.900008766455316
P49841,GSK3B,c1ccc(-c2ccc3c(-c4ccnc(Nc5ccc6c(c5)OCCO6)n4)cnn3n2)cc1,,,0.0,,,,,,6.901549376723629
P24941,CDK2,Cc1ccc2c(-c3ccnc(Nc4ccc(C(F)(F)F)cc4)n3)cnn2n1,,,15.0,,,,,,6.700569360518241
P49840,GSK3A,Cc1ccc2c(-c3ccnc(Nc4ccc(C(F)(F)F)cc4)n3)cnn2n1,,,74.0,,,,,,7.299988937677887
P49841,GSK3B,Cc1ccc2c(-c3ccnc(Nc4ccc(C(F)(F)F)cc4)n3)cnn2n1,,,36.0,,,,,,7.300509466670935
P24941,CDK2,COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(Cl)c(C(F)(F)F)c3)n2)cc1,1.45,,-0.22000000000000008,,,,,,4.700057099977233
P49841,GSK3B,COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(Cl)c(C(F)(F)F)c3)n2)cc1,1.3,,4.05,,,,,,4.7543191530828635
P24941,CDK2,FC(F)(F)c1cc(Nc2nccc(-c3c(-c4ccc(Cl)cc4)nn4ncccc34)n2)ccc1Cl,,,0.0,,,,,,4.700057099977233
P49841,GSK3B,FC(F)(F)c1cc(Nc2nccc(-c3c(-c4ccc(Cl)cc4)nn4ncccc34)n2)ccc1Cl,,,0.0,,,,,,5.200058463963156
P17948,FLT1,CN(c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1)c1ccnc(Nc2ccc(S(N)(=O)=O)cc2)n1,,,98.3,,,,,,9.0
P35968,KDR,CN(c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1)c1ccnc(Nc2ccc(S(N)(=O)=O)cc2)n1,,,88.0,,,,,,8.548455006504028
P17948,FLT1,CN(c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1)c1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1,44.37,,96.07,,,,,,8.698970004336019
P35968,KDR,CN(c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1)c1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1,78.77,,99.56,,,,,,8.698970004336019
Q02763,TEK,CN(c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1)c1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1,36.03,,79.25,,,,,,7.0
O75582,RPS6KA5,CCOc1nccc2c1nc(-c1nonc1N)n2CC,13.2,,45.41,,,,,,6.759725479415264
Q15418,RPS6KA1,CCOc1nccc2c1nc(-c1nonc1N)n2CC,5.34,,30.01,,,,,,5.981299501333757
O75582,RPS6KA5,Nc1nonc1-c1nc2cnccc2n1C1CCCCC1,76.45,,85.16,,,,,,8.522878745280337
P49841,GSK3B,Nc1nonc1-c1nc2cnccc2n1C1CCCCC1,62.48,,90.05,,,,,,8.346787486224656
Q15418,RPS6KA1,Nc1nonc1-c1nc2cnccc2n1C1CCCCC1,52.1,,86.39,,,,,,7.4089353929735005
O75582,RPS6KA5,CCc1nccc2c1nc(-c1nonc1N)n2CC,6.51,,37.68,,,,,,6.640079192715507
P49841,GSK3B,CCc1nccc2c1nc(-c1nonc1N)n2CC,2.74,,8.38,,,,,,5.598771832501887
Q15418,RPS6KA1,CCc1nccc2c1nc(-c1nonc1N)n2CC,5.37,,35.24,,,,,,6.464073258604431
O75582,RPS6KA5,CCn1c(-c2nonc2N)nc2cncc(Br)c21,,,47.0,,,,,,8.045757490560675
O75582,RPS6KA5,CCn1c(-c2nonc2N)nc2c(N3CCCC3)nccc21,-0.19,,11.21,,,,,,5.649876101269646
P49841,GSK3B,CCn1c(-c2nonc2N)nc2c(N3CCCC3)nccc21,2.0,,3.59,,,,,,5.804653941651581
Q15418,RPS6KA1,CCn1c(-c2nonc2N)nc2c(N3CCCC3)nccc21,0.29,,7.82,,,,,,5.172630726946175
O75582,RPS6KA5,CCn1c(-c2nonc2N)nc2cncc(CNC3CCNCC3)c21,,,39.0,,,,,,9.3
P23443,RPS6KB1,CCn1c(-c2nonc2N)nc2cncc(CNC3CCNCC3)c21,,,60.0,,,,,,6.569320925844654
P24941,CDK2,CCn1c(-c2nonc2N)nc2cncc(CNC3CCNCC3)c21,,,0.0,,,,,,5.0
P31749,AKT1,CCn1c(-c2nonc2N)nc2cncc(CNC3CCNCC3)c21,,,72.0,,,,,,6.699480900891103
P31751,AKT2,CCn1c(-c2nonc2N)nc2cncc(CNC3CCNCC3)c21,,,51.0,,,,,,6.130181792020672
P49841,GSK3B,CCn1c(-c2nonc2N)nc2cncc(CNC3CCNCC3)c21,,,24.0,,,,,,5.721246399047171
Q13464,ROCK1,CCn1c(-c2nonc2N)nc2cncc(CNC3CCNCC3)c21,,,99.3,,,,,,7.0
Q13627,DYRK1A,CCn1c(-c2nonc2N)nc2cncc(CNC3CCNCC3)c21,,,56.0,,,,,,5.309901879901357
Q15418,RPS6KA1,CCn1c(-c2nonc2N)nc2cncc(CNC3CCNCC3)c21,,,10.5,,,,,,6.811071516239147
Q9Y243,AKT3,CCn1c(-c2nonc2N)nc2cncc(CNC3CCNCC3)c21,,,66.0,,,,,,6.189885163321361
O75582,RPS6KA5,NCc1ccc(-n2c(-c3nonc3N)nc3cnccc32)cc1,54.72,,78.69,,,,,,8.399028468299175
P49841,GSK3B,NCc1ccc(-n2c(-c3nonc3N)nc3cnccc32)cc1,18.14,,60.09,,,,,,7.2839966563652006
Q15418,RPS6KA1,NCc1ccc(-n2c(-c3nonc3N)nc3cnccc32)cc1,56.25,,87.9,,,,,,7.356547323513813
P17948,FLT1,CN(c1ccc(NC(=O)NCCN2CCOCC2)cc1)c1ccnc(Nc2ccc(CS(C)(=O)=O)cc2)n1,13.61,,30.68,,,,,,6.0
P35968,KDR,CN(c1ccc(NC(=O)NCCN2CCOCC2)cc1)c1ccnc(Nc2ccc(CS(C)(=O)=O)cc2)n1,7.07,,34.81,,,,,,6.00436480540245
P35968,KDR,CN(c1ccc(NC(=O)N2CCN(CCCN3CCOCC3)CC2)cc1)c1ccnc(Nc2ccc(CS(C)(=O)=O)cc2)n1,,,52.0,,,,,,5.709167366641192
P17948,FLT1,CN1CCN(Cc2ccc(NC(=O)Nc3ccc(N(C)c4ccnc(Nc5ccc(CS(C)(=O)=O)cc5)n4)cc3)cc2)CC1,,,99.8,,,,,,8.400116927926312
P35968,KDR,CN1CCN(Cc2ccc(NC(=O)Nc3ccc(N(C)c4ccnc(Nc5ccc(CS(C)(=O)=O)cc5)n4)cc3)cc2)CC1,,,99.9,,,,,,8.400116927926312
P17948,FLT1,CN(c1ccc(NC(=O)Nc2c(Cl)cccc2Cl)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,38.49,,51.01,,,,,,7.189969213594161
P35968,KDR,CN(c1ccc(NC(=O)Nc2c(Cl)cccc2Cl)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,24.58,,56.31,,,,,,7.189969213594161
P35968,KDR,CN(C)CCNC(=O)Nc1ccc(N(C)c2ccnc(Nc3ccc(CS(C)(=O)=O)cc3)n2)cc1,7.04,,18.87,,,,,,5.509999358109048
O75582,RPS6KA5,CN(C)CCCn1c(-c2nonc2N)nc2cnccc21,8.29,,28.72,,,,,,6.209855657788134
P49841,GSK3B,CN(C)CCCn1c(-c2nonc2N)nc2cnccc21,2.77,,12.35,,,,,,5.431563585583115
Q15418,RPS6KA1,CN(C)CCCn1c(-c2nonc2N)nc2cnccc21,2.28,,11.82,,,,,,5.0336235769110775
P17948,FLT1,CN1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(N(C)c4ccnc(Nc5ccc(CS(C)(=O)=O)cc5)n4)cc3)cc2)CC1,21.38,,43.49,,,,,,6.819988880942282
P35968,KDR,CN1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(N(C)c4ccnc(Nc5ccc(CS(C)(=O)=O)cc5)n4)cc3)cc2)CC1,21.38,,69.16,,,,,,6.819988880942282
P23443,RPS6KB1,CN1C(=O)C(c2c[nH]c3ccccc23)=C(c2cn(CCCN)c3ccccc23)C1=O,,,,,,28.0,,,4.6020599913279625
O60674,JAK2,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,,,,,86.0,,95.5,,5.769551078621726
P23458,JAK1,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,,,,,36.0,,94.0,,7.4089353929735005
P22607,FGFR3,CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1,,,,,99.9,,,,8.519275214270273
O14965,AURKA,OCCNc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12,,,,,98.2,,,,6.510041520575165
P00533,EGFR,OCC(Nc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12)c1ccccc1,,,,,,80.0,,,6.527805775180859
O00311,CDC7,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,,0.759734093,,,,,,4.587371479455625
O00329,PIK3CD,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,,0.0,,,,,,5.0
O14920,IKBKB,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,,0.3908089275,,,,,,4.698970004336019
O14965,AURKA,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,,-0.2933333333333333,,,,,,4.698970004336019
O15111,CHUK,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,,2.22,,,,,,4.698970004336019
O60285,NUAK1,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,,9.14,,,,,,5.301029995663981
O60674,JAK2,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,,9.78,,,,,,5.88515225306504
O94804,STK10,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,,19.42,,,,,,5.612076533026563
O94806,PRKD3,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,,34.815,,,,,,7.2155966982469915
P00519,ABL1,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,,8.293333333333333,,,,,,4.849485002168009
P00533,EGFR,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,,2.965,,,,,,4.698970004336019
P06239,LCK,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,,2.99,,,,,,5.060595533820397
P06241,FYN,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,,-0.9216749496666666,,,,,,4.849485002168009
P06493,CDK1,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,,-1.27,,,,,,5.0
P07333,CSF1R,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,,6.2,,,,,,5.0
P07947,YES1,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,,11.635,,,,,,5.434742656579786
P07948,LYN,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,,3.1137111553333336,,,,,,4.849485002168009
